t3_um,radius_um,pressure_pa,capacitance_fF
4.0,336.57,700.0,433.13
4.0,336.57,800.0,439.23
4.0,336.57,900.0,445.16
4.0,336.57,1000.0,450.94
4.0,336.57,1100.0,456.61
4.0,336.57,1200.0,462.17
4.0,336.57,1300.0,467.66
4.0,336.57,1400.0,473.08
4.0,336.57,1500.0,478.45
4.0,336.57,1600.0,483.78
4.0,336.57,1700.0,489.08
4.0,336.57,1800.0,494.36
4.0,336.57,1900.0,499.62
4.0,336.57,2000.0,504.88
4.0,336.57,2100.0,510.14
4.0,336.57,2200.0,515.41
4.0,336.57,2300.0,520.7
4.0,336.57,2400.0,526.0
4.0,336.57,2500.0,531.32
4.0,336.57,2600.0,536.68
4.0,336.57,2700.0,542.07
4.0,336.57,2800.0,547.5
4.0,336.57,2900.0,552.97
4.0,336.57,3000.0,558.49
4.0,336.57,3100.0,564.06
4.0,336.57,3200.0,569.69
4.0,336.57,3300.0,575.38
4.0,336.57,3400.0,581.14
4.0,336.57,3500.0,586.97
4.0,336.57,3600.0,592.88
4.0,336.57,3700.0,598.87
4.0,336.57,3800.0,604.95
4.0,336.57,3900.0,611.12
4.0,336.57,4000.0,617.39
4.0,336.57,4100.0,623.77
4.0,336.57,4200.0,630.25
4.0,336.57,4300.0,636.85
4.0,336.57,4400.0,643.58
4.0,336.57,4500.0,650.44
4.0,336.57,4600.0,657.43
4.0,336.57,4700.0,664.58
4.0,336.57,4800.0,671.88
4.0,336.57,4900.0,679.34
4.0,336.57,5000.0,686.99
4.0,336.57,5100.0,694.82
4.0,336.57,5200.0,702.84
4.0,336.57,5300.0,711.08
4.0,336.57,5400.0,719.55
4.0,336.57,5500.0,728.25
4.0,336.57,5600.0,737.21
4.0,336.57,5700.0,746.44
4.0,336.57,5800.0,755.97
4.0,336.57,5900.0,765.81
4.0,336.57,6000.0,777.96
4.0,336.57,6100.0,782.55
4.0,336.57,6200.0,787.18
4.0,336.57,6300.0,791.86
4.0,336.57,6400.0,796.59
4.0,336.57,6500.0,801.37
4.0,336.57,6600.0,806.19
4.0,336.57,6700.0,811.07
4.0,336.57,6800.0,816.0
4.0,336.57,6900.0,820.98
4.0,336.57,7000.0,826.01
4.0,336.57,7100.0,831.09
4.0,336.57,7200.0,836.18
4.0,336.57,7300.0,841.16
4.0,336.57,7400.0,846.15
4.0,336.57,7500.0,851.03
4.0,336.57,7600.0,855.94
4.0,336.57,7700.0,860.69
4.0,336.57,7800.0,865.46
4.0,336.57,7900.0,870.15
4.0,336.57,8000.0,874.81
4.0,336.57,8100.0,879.39
4.0,336.57,8200.0,883.99
4.0,336.57,8300.0,888.42
4.0,336.57,8400.0,892.89
4.0,336.57,8500.0,897.26
4.0,336.57,8600.0,901.61
4.0,336.57,8700.0,905.9
4.0,336.57,8800.0,910.15
4.0,336.57,8900.0,914.35
4.0,336.57,9000.0,918.53
4.0,336.57,9100.0,922.62
4.0,336.57,9200.0,926.7
4.0,336.57,9300.0,930.72
4.0,336.57,9400.0,934.7
4.0,336.57,9500.0,938.64
4.0,336.57,9600.0,942.54
4.0,336.57,9700.0,946.39
4.0,336.57,9800.0,950.21
4.0,336.57,9900.0,953.98
4.0,336.57,10000.0,957.73
4.0,336.57,10100.0,961.42
4.0,336.57,10200.0,965.1
4.0,336.57,10300.0,968.71
4.0,336.57,10400.0,972.29
4.0,336.57,10500.0,975.86
4.0,336.57,10600.0,979.38
4.0,336.57,10700.0,982.87
4.0,336.57,10800.0,986.33
4.0,336.57,10900.0,989.73
4.0,336.57,11000.0,993.13
4.0,336.57,11100.0,996.48
4.0,336.57,11200.0,999.81
4.0,336.57,11300.0,1003.1
4.0,336.57,11400.0,1006.4
4.0,336.57,11500.0,1009.6
4.0,336.57,11600.0,1012.8
4.0,336.57,11700.0,1016.0
4.0,336.57,11800.0,1019.1
4.0,336.57,11900.0,1022.2
4.0,336.57,12000.0,1025.3
4.0,336.57,12100.0,1028.4
4.0,336.57,12200.0,1031.5
4.0,336.57,12300.0,1034.4
4.0,336.57,12400.0,1037.4
4.0,336.57,12500.0,1040.4
4.0,336.57,12600.0,1043.3
4.0,336.57,12700.0,1046.2
4.0,336.57,12800.0,1049.1
4.0,336.57,12900.0,1052.0
4.0,336.57,13000.0,1054.8
4.0,336.57,13100.0,1057.7
4.0,336.57,13200.0,1060.4
4.0,336.57,13300.0,1063.2
4.0,336.57,13400.0,1065.9
4.0,336.57,13500.0,1068.7
4.0,336.57,13600.0,1071.4
4.0,336.57,13700.0,1074.0
4.0,336.57,13800.0,1076.7
4.0,336.57,13900.0,1079.3
4.0,336.57,14000.0,1082.0
4.0,339.37,0.0,216.05
4.0,339.37,100.0,217.34
4.0,339.37,200.0,218.65
4.0,339.37,300.0,219.97
4.0,339.37,400.0,221.31
4.0,339.37,500.0,222.65
4.0,339.37,600.0,223.98
4.0,339.37,700.0,225.32
4.0,339.37,800.0,226.64
4.0,339.37,900.0,227.95
4.0,339.37,1000.0,229.24
4.0,339.37,1100.0,230.52
4.0,339.37,1200.0,231.78
4.0,339.37,1300.0,233.03
4.0,339.37,1400.0,234.26
4.0,339.37,1500.0,235.47
4.0,339.37,1600.0,236.67
4.0,339.37,1700.0,237.85
4.0,339.37,1800.0,239.02
4.0,339.37,1900.0,240.17
4.0,339.37,2000.0,241.31
4.0,339.37,2100.0,242.43
4.0,339.37,2200.0,243.54
4.0,339.37,2300.0,244.64
4.0,339.37,2400.0,245.73
4.0,339.37,2500.0,246.81
4.0,339.37,2600.0,247.88
4.0,339.37,2700.0,248.94
4.0,339.37,2800.0,249.99
4.0,339.37,2900.0,251.04
4.0,339.37,3000.0,252.07
4.0,339.37,3100.0,253.1
4.0,339.37,3200.0,254.12
4.0,339.37,3300.0,255.13
4.0,339.37,3400.0,256.14
4.0,339.37,3500.0,257.14
4.0,339.37,3600.0,258.14
4.0,339.37,3700.0,259.13
4.0,339.37,3800.0,260.12
4.0,339.37,3900.0,261.1
4.0,339.37,4000.0,262.08
4.0,339.37,4100.0,263.06
4.0,339.37,4200.0,264.03
4.0,339.37,4300.0,264.99
4.0,339.37,4400.0,265.96
4.0,339.37,4500.0,266.92
4.0,339.37,4600.0,267.88
4.0,339.37,4700.0,268.83
4.0,339.37,4800.0,269.79
4.0,339.37,4900.0,270.74
4.0,339.37,5000.0,271.69
4.0,339.37,5100.0,272.64
4.0,339.37,5200.0,273.58
4.0,339.37,5300.0,274.53
4.0,339.37,5400.0,275.47
4.0,339.37,5500.0,276.41
4.0,339.37,5600.0,277.35
4.0,339.37,5700.0,278.3
4.0,339.37,5800.0,279.24
4.0,339.37,5900.0,280.17
4.0,339.37,6000.0,281.11
4.0,339.37,6100.0,282.05
4.0,339.37,6200.0,282.99
4.0,339.37,6300.0,283.93
4.0,339.37,6400.0,284.87
4.0,339.37,6500.0,285.81
4.0,339.37,6600.0,286.75
4.0,339.37,6700.0,287.68
4.0,339.37,6800.0,288.62
4.0,339.37,6900.0,289.56
4.0,339.37,7000.0,290.51
4.0,339.37,7100.0,291.45
4.0,339.37,7200.0,292.39
4.0,339.37,7300.0,293.33
4.0,339.37,7400.0,294.28
4.0,339.37,7500.0,295.23
4.0,339.37,7600.0,296.17
4.0,339.37,7700.0,297.12
4.0,339.37,7800.0,298.07
4.0,339.37,7900.0,299.02
4.0,339.37,8000.0,299.98
4.0,339.37,8100.0,300.93
4.0,339.37,8200.0,301.89
4.0,339.37,8300.0,302.85
4.0,339.37,8400.0,303.81
4.0,339.37,8500.0,304.77
4.0,339.37,8600.0,305.74
4.0,339.37,8700.0,306.71
4.0,339.37,8800.0,307.68
4.0,339.37,8900.0,308.65
4.0,339.37,9000.0,309.62
4.0,339.37,9100.0,310.6
4.0,339.37,9200.0,311.58
4.0,339.37,9300.0,312.57
4.0,339.37,9400.0,313.55
4.0,339.37,9500.0,314.54
4.0,339.37,9600.0,315.53
4.0,339.37,9700.0,316.53
4.0,339.37,9800.0,317.52
4.0,339.37,9900.0,318.53
4.0,339.37,10000.0,319.53
4.0,339.37,10100.0,320.54
4.0,339.37,10200.0,321.55
4.0,339.37,10300.0,322.57
4.0,339.37,10400.0,323.58
4.0,339.37,10500.0,324.61
4.0,339.37,10600.0,325.63
4.0,339.37,10700.0,326.66
4.0,339.37,10800.0,327.7
4.0,339.37,10900.0,328.74
4.0,339.37,11000.0,329.78
4.0,339.37,11100.0,330.83
4.0,339.37,11200.0,331.88
4.0,339.37,11300.0,332.93
4.0,339.37,11400.0,334.0
4.0,339.37,11500.0,335.06
4.0,339.37,11600.0,336.13
4.0,339.37,11700.0,337.21
4.0,339.37,11800.0,338.29
4.0,339.37,11900.0,339.37
4.0,339.37,12000.0,340.46
4.0,339.37,12100.0,341.56
4.0,339.37,12200.0,342.66
4.0,339.37,12300.0,343.76
4.0,339.37,12400.0,344.87
4.0,339.37,12500.0,345.99
4.0,339.37,12600.0,347.11
4.0,339.37,12700.0,348.24
4.0,339.37,12800.0,349.38
4.0,339.37,12900.0,350.52
4.0,339.37,13000.0,351.66
4.0,339.37,13100.0,352.82
4.0,339.37,13200.0,353.98
4.0,339.37,13300.0,355.14
4.0,339.37,13400.0,356.32
4.0,339.37,13500.0,357.5
4.0,339.37,13600.0,358.68
4.0,339.37,13700.0,359.88
4.0,339.37,13800.0,361.08
4.0,339.37,13900.0,362.29
4.0,339.37,14000.0,363.5
4.0,340.22,0.0,294.07
4.0,340.22,100.0,297.33
4.0,340.22,200.0,300.68
4.0,340.22,300.0,304.05
4.0,340.22,400.0,307.41
4.0,340.22,500.0,310.71
4.0,340.22,600.0,313.95
4.0,340.22,700.0,317.11
4.0,340.22,800.0,320.19
4.0,340.22,900.0,323.19
4.0,340.22,1000.0,326.13
4.0,340.22,1100.0,328.99
4.0,340.22,1200.0,331.8
4.0,340.22,1300.0,334.56
4.0,340.22,1400.0,337.26
4.0,340.22,1500.0,339.92
4.0,340.22,1600.0,342.55
4.0,340.22,1700.0,345.13
4.0,340.22,1800.0,347.69
4.0,340.22,1900.0,350.22
4.0,340.22,2000.0,352.72
4.0,340.22,2100.0,355.2
4.0,340.22,2200.0,357.66
4.0,340.22,2300.0,360.1
4.0,340.22,2400.0,362.53
4.0,340.22,2500.0,364.95
4.0,340.22,2600.0,367.35
4.0,340.22,2700.0,369.74
4.0,340.22,2800.0,372.13
4.0,340.22,2900.0,374.51
4.0,340.22,3000.0,376.88
4.0,340.22,3100.0,379.25
4.0,340.22,3200.0,381.61
4.0,340.22,3300.0,383.98
4.0,340.22,3400.0,386.34
4.0,340.22,3500.0,388.7
4.0,340.22,3600.0,391.07
4.0,340.22,3700.0,393.43
4.0,340.22,3800.0,395.8
4.0,340.22,3900.0,398.18
4.0,340.22,4000.0,400.55
4.0,340.22,4100.0,402.94
4.0,340.22,4200.0,405.33
4.0,340.22,4300.0,407.73
4.0,340.22,4400.0,410.13
4.0,340.22,4500.0,412.55
4.0,340.22,4600.0,414.97
4.0,340.22,4700.0,417.4
4.0,340.22,4800.0,419.85
4.0,340.22,4900.0,422.31
4.0,340.22,5000.0,424.78
4.0,340.22,5100.0,427.26
4.0,340.22,5200.0,429.75
4.0,340.22,5300.0,432.26
4.0,340.22,5400.0,434.79
4.0,340.22,5500.0,437.33
4.0,340.22,5600.0,439.89
4.0,340.22,5700.0,442.47
4.0,340.22,5800.0,445.06
4.0,340.22,5900.0,447.67
4.0,340.22,6000.0,450.31
4.0,340.22,6100.0,452.96
4.0,340.22,6200.0,455.64
4.0,340.22,6300.0,458.33
4.0,340.22,6400.0,461.05
4.0,340.22,6500.0,463.8
4.0,340.22,6600.0,466.56
4.0,340.22,6700.0,469.36
4.0,340.22,6800.0,472.18
4.0,340.22,6900.0,475.02
4.0,340.22,7000.0,477.9
4.0,340.22,7100.0,480.8
4.0,340.22,7200.0,483.74
4.0,340.22,7300.0,486.71
4.0,340.22,7400.0,489.7
4.0,340.22,7500.0,492.74
4.0,340.22,7600.0,495.8
4.0,340.22,7700.0,498.91
4.0,340.22,7800.0,502.05
4.0,340.22,7900.0,505.22
4.0,340.22,8000.0,508.44
4.0,340.22,8100.0,511.7
4.0,340.22,8200.0,515.0
4.0,340.22,8300.0,518.34
4.0,340.22,8400.0,521.73
4.0,340.22,8500.0,525.17
4.0,340.22,8600.0,528.66
4.0,340.22,8700.0,532.19
4.0,340.22,8800.0,535.78
4.0,340.22,8900.0,539.42
4.0,340.22,9000.0,543.12
4.0,340.22,9100.0,546.88
4.0,340.22,9200.0,550.7
4.0,340.22,9300.0,554.58
4.0,340.22,9400.0,558.52
4.0,340.22,9500.0,562.54
4.0,340.22,9600.0,566.62
4.0,340.22,9700.0,570.78
4.0,340.22,9800.0,575.02
4.0,340.22,9900.0,579.33
4.0,340.22,10000.0,583.73
4.0,340.22,10100.0,588.21
4.0,340.22,10200.0,592.89
4.0,340.22,10300.0,595.08
4.0,340.22,10400.0,597.29
4.0,340.22,10500.0,599.51
4.0,340.22,10600.0,601.75
4.0,340.22,10700.0,604.0
4.0,340.22,10800.0,606.26
4.0,340.22,10900.0,608.54
4.0,340.22,11000.0,610.84
4.0,340.22,11100.0,613.15
4.0,340.22,11200.0,615.48
4.0,340.22,11300.0,617.82
4.0,340.22,11400.0,620.17
4.0,340.22,11500.0,622.49
4.0,340.22,11600.0,624.83
4.0,340.22,11700.0,627.15
4.0,340.22,11800.0,629.48
4.0,340.22,11900.0,631.78
4.0,340.22,12000.0,634.08
4.0,340.22,12100.0,636.37
4.0,340.22,12200.0,638.65
4.0,340.22,12300.0,640.92
4.0,340.22,12400.0,643.17
4.0,340.22,12500.0,645.43
4.0,340.22,12600.0,647.64
4.0,340.22,12700.0,649.86
4.0,340.22,12800.0,652.06
4.0,340.22,12900.0,654.24
4.0,340.22,13000.0,656.42
4.0,340.22,13100.0,658.57
4.0,340.22,13200.0,660.72
4.0,340.22,13300.0,662.85
4.0,340.22,13400.0,664.97
4.0,340.22,13500.0,667.08
4.0,340.22,13600.0,669.16
4.0,340.22,13700.0,671.24
4.0,340.22,13800.0,673.3
4.0,340.22,13900.0,675.35
4.0,340.22,14000.0,677.4
4.0,341.71,0.0,216.05
4.0,341.71,100.0,217.34
4.0,341.71,200.0,218.65
4.0,341.71,300.0,219.97
4.0,341.71,400.0,221.31
4.0,341.71,500.0,222.65
4.0,341.71,600.0,223.98
4.0,341.71,700.0,225.32
4.0,341.71,800.0,226.64
4.0,341.71,900.0,227.95
4.0,341.71,1000.0,229.24
4.0,341.71,1100.0,230.52
4.0,341.71,1200.0,231.78
4.0,341.71,1300.0,233.03
4.0,341.71,1400.0,234.26
4.0,341.71,1500.0,235.47
4.0,341.71,1600.0,236.67
4.0,341.71,1700.0,237.85
4.0,341.71,1800.0,239.02
4.0,341.71,1900.0,240.17
4.0,341.71,2000.0,241.31
4.0,341.71,2100.0,242.43
4.0,341.71,2200.0,243.54
4.0,341.71,2300.0,244.64
4.0,341.71,2400.0,245.73
4.0,341.71,2500.0,246.81
4.0,341.71,2600.0,247.88
4.0,341.71,2700.0,248.94
4.0,341.71,2800.0,249.99
4.0,341.71,2900.0,251.04
4.0,341.71,3000.0,252.07
4.0,341.71,3100.0,253.1
4.0,341.71,3200.0,254.12
4.0,341.71,3300.0,255.13
4.0,341.71,3400.0,256.14
4.0,341.71,3500.0,257.14
4.0,341.71,3600.0,258.14
4.0,341.71,3700.0,259.13
4.0,341.71,3800.0,260.12
4.0,341.71,3900.0,261.1
4.0,341.71,4000.0,262.08
4.0,341.71,4100.0,263.06
4.0,341.71,4200.0,264.03
4.0,341.71,4300.0,264.99
4.0,341.71,4400.0,265.96
4.0,341.71,4500.0,266.92
4.0,341.71,4600.0,267.88
4.0,341.71,4700.0,268.83
4.0,341.71,4800.0,269.79
4.0,341.71,4900.0,270.74
4.0,341.71,5000.0,271.69
4.0,341.71,5100.0,272.64
4.0,341.71,5200.0,273.58
4.0,341.71,5300.0,274.53
4.0,341.71,5400.0,275.47
4.0,341.71,5500.0,276.41
4.0,341.71,5600.0,277.35
4.0,341.71,5700.0,278.3
4.0,341.71,5800.0,279.24
4.0,341.71,5900.0,280.17
4.0,341.71,6000.0,281.11
4.0,341.71,6100.0,282.05
4.0,341.71,6200.0,282.99
4.0,341.71,6300.0,283.93
4.0,341.71,6400.0,284.87
4.0,341.71,6500.0,285.81
4.0,341.71,6600.0,286.75
4.0,341.71,6700.0,287.68
4.0,341.71,6800.0,288.62
4.0,341.71,6900.0,289.56
4.0,341.71,7000.0,290.51
4.0,341.71,7100.0,291.45
4.0,341.71,7200.0,292.39
4.0,341.71,7300.0,293.33
4.0,341.71,7400.0,294.28
4.0,341.71,7500.0,295.23
4.0,341.71,7600.0,296.17
4.0,341.71,7700.0,297.12
4.0,341.71,7800.0,298.07
4.0,341.71,7900.0,299.02
4.0,341.71,8000.0,299.98
4.0,341.71,8100.0,300.93
4.0,341.71,8200.0,301.89
4.0,341.71,8300.0,302.85
4.0,341.71,8400.0,303.81
4.0,341.71,8500.0,304.77
4.0,341.71,8600.0,305.74
4.0,341.71,8700.0,306.71
4.0,341.71,8800.0,307.68
4.0,341.71,8900.0,308.65
4.0,341.71,9000.0,309.62
4.0,341.71,9100.0,310.6
4.0,341.71,9200.0,311.58
4.0,341.71,9300.0,312.57
4.0,341.71,9400.0,313.55
4.0,341.71,9500.0,314.54
4.0,341.71,9600.0,315.53
4.0,341.71,9700.0,316.53
4.0,341.71,9800.0,317.52
4.0,341.71,9900.0,318.53
4.0,341.71,10000.0,319.53
4.0,341.71,10100.0,320.54
4.0,341.71,10200.0,321.55
4.0,341.71,10300.0,322.57
4.0,341.71,10400.0,323.58
4.0,341.71,10500.0,324.61
4.0,341.71,10600.0,325.63
4.0,341.71,10700.0,326.66
4.0,341.71,10800.0,327.7
4.0,341.71,10900.0,328.74
4.0,341.71,11000.0,329.78
4.0,341.71,11100.0,330.83
4.0,341.71,11200.0,331.88
4.0,341.71,11300.0,332.93
4.0,341.71,11400.0,334.0
4.0,341.71,11500.0,335.06
4.0,341.71,11600.0,336.13
4.0,341.71,11700.0,337.21
4.0,341.71,11800.0,338.29
4.0,341.71,11900.0,339.37
4.0,341.71,12000.0,340.46
4.0,341.71,12100.0,341.56
4.0,341.71,12200.0,342.66
4.0,341.71,12300.0,343.76
4.0,341.71,12400.0,344.87
4.0,341.71,12500.0,345.99
4.0,341.71,12600.0,347.11
4.0,341.71,12700.0,348.24
4.0,341.71,12800.0,349.38
4.0,341.71,12900.0,350.52
4.0,341.71,13000.0,351.66
4.0,341.71,13100.0,352.82
4.0,341.71,13200.0,353.98
4.0,341.71,13300.0,355.14
4.0,341.71,13400.0,356.32
4.0,341.71,13500.0,357.5
4.0,341.71,13600.0,358.68
4.0,341.71,13700.0,359.88
4.0,341.71,13800.0,361.08
4.0,341.71,13900.0,362.29
4.0,341.71,14000.0,363.5
4.0,342.03,0.0,384.09
4.0,342.03,100.0,391.43
4.0,342.03,200.0,398.93
4.0,342.03,300.0,406.32
4.0,342.03,400.0,413.44
4.0,342.03,500.0,420.27
4.0,342.03,600.0,426.83
4.0,342.03,700.0,433.13
4.0,342.03,800.0,439.23
4.0,342.03,900.0,445.16
4.0,342.03,1000.0,450.94
4.0,342.03,1100.0,456.61
4.0,342.03,1200.0,462.17
4.0,342.03,1300.0,467.66
4.0,342.03,1400.0,473.08
4.0,342.03,1500.0,478.45
4.0,342.03,1600.0,483.78
4.0,342.03,1700.0,489.08
4.0,342.03,1800.0,494.36
4.0,342.03,1900.0,499.62
4.0,342.03,2000.0,504.88
4.0,342.03,2100.0,510.14
4.0,342.03,2200.0,515.41
4.0,342.03,2300.0,520.7
4.0,342.03,2400.0,526.0
4.0,342.03,2500.0,531.32
4.0,342.03,2600.0,536.68
4.0,342.03,2700.0,542.07
4.0,342.03,2800.0,547.5
4.0,342.03,2900.0,552.97
4.0,342.03,3000.0,558.49
4.0,342.03,3100.0,564.06
4.0,342.03,3200.0,569.69
4.0,342.03,3300.0,575.38
4.0,342.03,3400.0,581.14
4.0,342.03,3500.0,586.97
4.0,342.03,3600.0,592.88
4.0,342.03,3700.0,598.87
4.0,342.03,3800.0,604.95
4.0,342.03,3900.0,611.12
4.0,342.03,4000.0,617.39
4.0,342.03,4100.0,623.77
4.0,342.03,4200.0,630.25
4.0,342.03,4300.0,636.85
4.0,342.03,4400.0,643.58
4.0,342.03,4500.0,650.44
4.0,342.03,4600.0,657.43
4.0,342.03,4700.0,664.58
4.0,342.03,4800.0,671.88
4.0,342.03,4900.0,679.34
4.0,342.03,5000.0,686.99
4.0,342.03,5100.0,694.82
4.0,342.03,5200.0,702.84
4.0,342.03,5300.0,711.08
4.0,342.03,5400.0,719.55
4.0,342.03,5500.0,728.25
4.0,342.03,5600.0,737.21
4.0,342.03,5700.0,746.44
4.0,342.03,5800.0,755.97
4.0,342.03,5900.0,765.81
4.0,342.03,6000.0,777.96
4.0,342.03,6100.0,782.55
4.0,342.03,6200.0,787.18
4.0,342.03,6300.0,791.86
4.0,342.03,6400.0,796.59
4.0,342.03,6500.0,801.37
4.0,342.03,6600.0,806.19
4.0,342.03,6700.0,811.07
4.0,342.03,6800.0,816.0
4.0,342.03,6900.0,820.98
4.0,342.03,7000.0,826.01
4.0,342.03,7100.0,831.09
4.0,342.03,7200.0,836.18
4.0,342.03,7300.0,841.16
4.0,342.03,7400.0,846.15
4.0,342.03,7500.0,851.03
4.0,342.03,7600.0,855.94
4.0,342.03,7700.0,860.69
4.0,342.03,7800.0,865.46
4.0,342.03,7900.0,870.15
4.0,342.03,8000.0,874.81
4.0,342.03,8100.0,879.39
4.0,342.03,8200.0,883.99
4.0,342.03,8300.0,888.42
4.0,342.03,8400.0,892.89
4.0,342.03,8500.0,897.26
4.0,342.03,8600.0,901.61
4.0,342.03,8700.0,905.9
4.0,342.03,8800.0,910.15
4.0,342.03,8900.0,914.35
4.0,342.03,9000.0,918.53
4.0,342.03,9100.0,922.62
4.0,342.03,9200.0,926.7
4.0,342.03,9300.0,930.72
4.0,342.03,9400.0,934.7
4.0,342.03,9500.0,938.64
4.0,342.03,9600.0,942.54
4.0,342.03,9700.0,946.39
4.0,342.03,9800.0,950.21
4.0,342.03,9900.0,953.98
4.0,342.03,10000.0,957.73
4.0,342.03,10100.0,961.42
4.0,342.03,10200.0,965.1
4.0,342.03,10300.0,968.71
4.0,342.03,10400.0,972.29
4.0,342.03,10500.0,975.86
4.0,342.03,10600.0,979.38
4.0,342.03,10700.0,982.87
4.0,342.03,10800.0,986.33
4.0,342.03,10900.0,989.73
4.0,342.03,11000.0,993.13
4.0,342.03,11100.0,996.48
4.0,342.03,11200.0,999.81
4.0,342.03,11300.0,1003.1
4.0,342.03,11400.0,1006.4
4.0,342.03,11500.0,1009.6
4.0,342.03,11600.0,1012.8
4.0,342.03,11700.0,1016.0
4.0,342.03,11800.0,1019.1
4.0,342.03,11900.0,1022.2
4.0,342.03,12000.0,1025.3
4.0,342.03,12100.0,1028.4
4.0,342.03,12200.0,1031.5
4.0,342.03,12300.0,1034.4
4.0,342.03,12400.0,1037.4
4.0,342.03,12500.0,1040.4
4.0,342.03,12600.0,1043.3
4.0,342.03,12700.0,1046.2
4.0,342.03,12800.0,1049.1
4.0,342.03,12900.0,1052.0
4.0,342.03,13000.0,1054.8
4.0,342.03,13100.0,1057.7
4.0,342.03,13200.0,1060.4
4.0,342.03,13300.0,1063.2
4.0,342.03,13400.0,1065.9
4.0,342.03,13500.0,1068.7
4.0,342.03,13600.0,1071.4
4.0,342.03,13700.0,1074.0
4.0,342.03,13800.0,1076.7
4.0,342.03,13900.0,1079.3
4.0,342.03,14000.0,1082.0
4.0,347.74,0.0,384.09
4.0,347.74,100.0,391.43
4.0,347.74,200.0,398.93
4.0,347.74,300.0,406.32
4.0,347.74,400.0,413.44
4.0,347.74,500.0,420.27
4.0,347.74,600.0,426.83
4.0,347.74,700.0,433.13
4.0,347.74,800.0,439.23
4.0,347.74,900.0,445.16
4.0,347.74,1000.0,450.94
4.0,347.74,1100.0,456.61
4.0,347.74,1200.0,462.17
4.0,347.74,1300.0,467.66
4.0,347.74,1400.0,473.08
4.0,347.74,1500.0,478.45
4.0,347.74,1600.0,483.78
4.0,347.74,1700.0,489.08
4.0,347.74,1800.0,494.36
4.0,347.74,1900.0,499.62
4.0,347.74,2000.0,504.88
4.0,347.74,2100.0,510.14
4.0,347.74,2200.0,515.41
4.0,347.74,2300.0,520.7
4.0,347.74,2400.0,526.0
4.0,347.74,2500.0,531.32
4.0,347.74,2600.0,536.68
4.0,347.74,2700.0,542.07
4.0,347.74,2800.0,547.5
4.0,347.74,2900.0,552.97
4.0,347.74,3000.0,558.49
4.0,347.74,3100.0,564.06
4.0,347.74,3200.0,569.69
4.0,347.74,3300.0,575.38
4.0,347.74,3400.0,581.14
4.0,347.74,3500.0,586.97
4.0,347.74,3600.0,592.88
4.0,347.74,3700.0,598.87
4.0,347.74,3800.0,604.95
4.0,347.74,3900.0,611.12
4.0,347.74,4000.0,617.39
4.0,347.74,4100.0,623.77
4.0,347.74,4200.0,630.25
4.0,347.74,4300.0,636.85
4.0,347.74,4400.0,643.58
4.0,347.74,4500.0,650.44
4.0,347.74,4600.0,657.43
4.0,347.74,4700.0,664.58
4.0,347.74,4800.0,671.88
4.0,347.74,4900.0,679.34
4.0,347.74,5000.0,686.99
4.0,347.74,5100.0,694.82
4.0,347.74,5200.0,702.84
4.0,347.74,5300.0,711.08
4.0,347.74,5400.0,719.55
4.0,347.74,5500.0,728.25
4.0,347.74,5600.0,737.21
4.0,347.74,5700.0,746.44
4.0,347.74,5800.0,755.97
4.0,347.74,5900.0,765.81
4.0,347.74,6000.0,777.96
4.0,347.74,6100.0,782.55
4.0,347.74,6200.0,787.18
4.0,347.74,6300.0,791.86
4.0,347.74,6400.0,796.59
4.0,347.74,6500.0,801.37
4.0,347.74,6600.0,806.19
4.0,347.74,6700.0,811.07
4.0,347.74,6800.0,816.0
4.0,347.74,6900.0,820.98
4.0,347.74,7000.0,826.01
4.0,347.74,7100.0,831.09
4.0,347.74,7200.0,836.18
4.0,347.74,7300.0,841.16
4.0,347.74,7400.0,846.15
4.0,347.74,7500.0,851.03
4.0,347.74,7600.0,855.94
4.0,347.74,7700.0,860.69
4.0,347.74,7800.0,865.46
4.0,347.74,7900.0,870.15
4.0,347.74,8000.0,874.81
4.0,347.74,8100.0,879.39
4.0,347.74,8200.0,883.99
4.0,347.74,8300.0,888.42
4.0,347.74,8400.0,892.89
4.0,347.74,8500.0,897.26
4.0,347.74,8600.0,901.61
4.0,347.74,8700.0,905.9
4.0,347.74,8800.0,910.15
4.0,347.74,8900.0,914.35
4.0,347.74,9000.0,918.53
4.0,347.74,9100.0,922.62
4.0,347.74,9200.0,926.7
4.0,347.74,9300.0,930.72
4.0,347.74,9400.0,934.7
4.0,347.74,9500.0,938.64
4.0,347.74,9600.0,942.54
4.0,347.74,9700.0,946.39
4.0,347.74,9800.0,950.21
4.0,347.74,9900.0,953.98
4.0,347.74,10000.0,957.73
4.0,347.74,10100.0,961.42
4.0,347.74,10200.0,965.1
4.0,347.74,10300.0,968.71
4.0,347.74,10400.0,972.29
4.0,347.74,10500.0,975.86
4.0,347.74,10600.0,979.38
4.0,347.74,10700.0,982.87
4.0,347.74,10800.0,986.33
4.0,347.74,10900.0,989.73
4.0,347.74,11000.0,993.13
4.0,347.74,11100.0,996.48
4.0,347.74,11200.0,999.81
4.0,347.74,11300.0,1003.1
4.0,347.74,11400.0,1006.4
4.0,347.74,11500.0,1009.6
4.0,347.74,11600.0,1012.8
4.0,347.74,11700.0,1016.0
4.0,347.74,11800.0,1019.1
4.0,347.74,11900.0,1022.2
4.0,347.74,12000.0,1025.3
4.0,347.74,12100.0,1028.4
4.0,347.74,12200.0,1031.5
