t3_um,radius_um,pressure_pa,capacitance_fF
2.000,500.0,4800.0,2624.644611
2.000,500.0,4900.0,2644.399754
2.000,500.0,5000.0,2663.672275
2.000,500.0,5100.0,2682.483495
2.000,500.0,5200.0,2700.853395
2.000,500.0,5300.0,2718.800716
2.000,500.0,5400.0,2736.343065
2.000,500.0,5500.0,2753.496997
2.000,500.0,5600.0,2770.278103
2.000,500.0,5700.0,2786.701075
2.000,500.0,5800.0,2802.779780
2.000,500.0,5900.0,2818.527313
2.000,500.0,6000.0,2833.956058
2.000,500.0,6100.0,2849.077735
2.000,500.0,6200.0,2863.903447
2.000,500.0,6300.0,2878.443720
2.000,500.0,6400.0,2892.708545
2.000,500.0,6500.0,2906.707411
2.000,500.0,6600.0,2920.449336
2.000,500.0,6700.0,2933.942904
2.000,500.0,6800.0,2947.196282
2.000,500.0,6900.0,2960.217254
2.000,500.0,7000.0,2973.013242
2.000,500.0,7100.0,2985.591327
2.000,500.0,7200.0,2997.958270
2.000,500.0,7300.0,3010.120530
2.000,500.0,7400.0,3022.084282
2.000,500.0,7500.0,3033.855433
2.000,500.0,7600.0,3045.439639
2.000,500.0,7700.0,3056.842315
2.000,500.0,7800.0,3068.068652
2.000,500.0,7900.0,3079.123625
2.000,500.0,8000.0,3090.012010
2.000,500.0,8100.0,3100.738389
2.000,500.0,8200.0,3111.307163
2.000,500.0,8300.0,3121.722563
2.000,500.0,8400.0,3131.988654
2.000,500.0,8500.0,3142.109346
2.000,500.0,8600.0,3152.088403
2.000,500.0,8700.0,3161.929446
2.000,500.0,8800.0,3171.635967
2.000,500.0,8900.0,3181.211325
2.000,500.0,9000.0,3190.658763
2.000,500.0,9100.0,3199.981405
2.000,500.0,9200.0,3209.182267
2.000,500.0,9300.0,3218.264260
2.000,500.0,9400.0,3227.230192
2.000,500.0,9500.0,3236.082779
2.000,500.0,9600.0,3244.824643
2.000,500.0,9700.0,3253.458318
2.000,500.0,9800.0,3261.986257
2.000,500.0,9900.0,3270.410829
2.000,500.0,10000.0,3278.734330
2.000,500.0,10100.0,3286.958980
2.000,500.0,10200.0,3295.086929
2.000,500.0,10300.0,3303.120261
2.000,500.0,10400.0,3311.060993
2.000,500.0,10500.0,3318.911082
2.000,500.0,10600.0,3326.672423
2.000,500.0,10700.0,3334.346855
2.000,500.0,10800.0,3341.936162
2.000,500.0,10900.0,3349.442075
2.000,500.0,11000.0,3356.866275
2.000,500.0,11100.0,3364.210391
2.000,500.0,11200.0,3371.476009
2.000,500.0,11300.0,3378.664667
2.000,500.0,11400.0,3385.777861
2.000,500.0,11500.0,3392.817043
2.000,500.0,11600.0,3399.783626
2.000,500.0,11700.0,3406.678984
2.000,500.0,11800.0,3413.504454
2.000,500.0,11900.0,3420.261334
2.000,500.0,12000.0,3426.950891
2.000,500.0,12100.0,3433.574354
2.000,500.0,12200.0,3440.132924
2.000,500.0,12300.0,3446.627767
2.000,500.0,12400.0,3453.060019
2.000,500.0,12500.0,3459.430788
2.000,500.0,12600.0,3465.741154
2.000,500.0,12700.0,3471.992168
2.000,500.0,12800.0,3478.184855
2.000,500.0,12900.0,3484.320215
2.000,500.0,13000.0,3490.399223
2.000,500.0,13100.0,3496.422829
2.000,500.0,13200.0,3502.391960
2.000,500.0,13300.0,3508.307523
2.000,500.0,13400.0,3514.170400
2.000,500.0,13500.0,3519.981453
2.000,500.0,13600.0,3525.741525
2.000,500.0,13700.0,3531.451437
2.000,500.0,13800.0,3537.111992
2.000,500.0,13900.0,3542.723974
2.000,500.0,14000.0,3548.288149
4.000,300.0,0.0,217.679575
4.000,300.0,100.0,218.573357
4.000,300.0,200.0,219.478758
4.000,300.0,300.0,220.394322
4.000,300.0,400.0,221.318560
4.000,300.0,500.0,222.249984
4.000,300.0,600.0,223.187133
4.000,300.0,700.0,224.128595
4.000,300.0,800.0,225.073031
4.000,300.0,900.0,226.019190
4.000,300.0,1000.0,226.965921
4.000,300.0,1100.0,227.912178
4.000,300.0,1200.0,228.857030
4.000,300.0,1300.0,229.799654
4.000,300.0,1400.0,230.739338
4.000,300.0,1500.0,231.675471
4.000,300.0,1600.0,232.607542
4.000,300.0,1700.0,233.535129
4.000,300.0,1800.0,234.457893
4.000,300.0,1900.0,235.375568
4.000,300.0,2000.0,236.287954
4.000,300.0,2100.0,237.194911
4.000,300.0,2200.0,238.096347
4.000,300.0,2300.0,238.992216
4.000,300.0,2400.0,239.882510
4.000,300.0,2500.0,240.767253
4.000,300.0,2600.0,241.646496
4.000,300.0,2700.0,242.520315
4.000,300.0,2800.0,243.388802
4.000,300.0,2900.0,244.252067
4.000,300.0,3000.0,245.110232
4.000,300.0,3100.0,245.963429
4.000,300.0,3200.0,246.811799
4.000,300.0,3300.0,247.655488
4.000,300.0,3400.0,248.494647
4.000,300.0,3500.0,249.329431
4.000,300.0,3600.0,250.159994
4.000,300.0,3700.0,250.986495
4.000,300.0,3800.0,251.809091
4.000,300.0,3900.0,252.627940
4.000,300.0,4000.0,253.443197
4.000,300.0,4100.0,254.255017
4.000,300.0,4200.0,255.063553
4.000,300.0,4300.0,255.868957
4.000,300.0,4400.0,256.671376
4.000,300.0,4500.0,257.470959
4.000,300.0,4600.0,258.267848
4.000,300.0,4700.0,259.062184
4.000,300.0,4800.0,259.854107
